6, 5, 5, 8, 5, 2
6, 5, 7, 6, 5, 2
6, 5, 8, 5, 5, 2
6, 7, 5, 6, 2, 5
6, 7, 6, 5, 2, 5
8, 5, 3, 5, 5, 5
8, 5, 3, 10, 3, 2
8, 5, 4, 4, 5, 5
8, 5, 5, 3, 5, 5
8, 5, 5, 4, 4, 5
8, 5, 5, 5, 3, 5
8, 5, 5, 6, 2, 5
8, 5, 5, 8, 2, 3
8, 5, 5, 8, 3, 2
8, 5, 6, 2, 5, 5
8, 5, 8, 2, 3, 5
8, 5, 8, 3, 2, 5
8, 5, 8, 5, 2, 3
8, 5, 8, 5, 3, 2
9, 4, 5, 4, 4, 5
9, 4, 5, 4, 5, 4
9, 5, 4, 4, 5, 4
10, 3, 5, 5, 3, 5
10, 3, 5, 5, 5, 3
10, 3, 5, 8, 2, 3
10, 3, 10, 3, 2, 3
10, 5, 3, 5, 5, 3
